Mycofactocin_RRE,mycofactocin,646
mycofact_rSAM,mycofactocin,640
mycofact_rSAM,Mycofactocin_RRE,630
actino_HemFlav,mycofact_rSAM,475
actino_HemFlav,Mycofactocin_RRE,472
actino_HemFlav,mycofactocin,471
mycofact_glyco,mycofact_rSAM,456
mycofactocin,mycofact_TetR,455
Mycofactocin_RRE,mycofact_TetR,455
mycofact_glyco,mycofactocin,455
mycofact_rSAM,mycofact_creat,452
mycofactocin,mycofact_creat,449
Mycofactocin_RRE,mycofact_creat,448
mycofact_rSAM,mycofact_TetR,445
mycofact_glyco,Mycofactocin_RRE,442
mycofact_glyco,mycofact_creat,393
mycofact_creat,actino_HemFlav,380
mycofact_glyco,actino_HemFlav,369
actino_HemFlav,mycofact_TetR,368
mycofact_TetR,mycofact_creat,348
mycofact_glyco,mycofact_TetR,310
Rv0697,mycofact_rSAM,211
Rv0697,mycofactocin,207
mycofactocin,SDR_subfam_1,205
Mycofactocin_RRE,SDR_subfam_1,205
Rv0697,Mycofactocin_RRE,199
mycofact_rSAM,SDR_subfam_1,199
Rv0697,actino_HemFlav,190
Rv0697,mycofact_glyco,184
mycofact_TetR,SDR_subfam_1,180
Rv0697,mycofact_TetR,180
Rv0697,mycofact_creat,177
SDR_subfam_1,actino_HemFlav,170
SDR_subfam_2,mycofact_rSAM,160
SDR_subfam_2,mycofactocin,160
mycofactocin,Pyr_redox_2,158
SDR_subfam_2,Mycofactocin_RRE,155
mycofact_rSAM,Pyr_redox_2,155
Mycofactocin_RRE,Pyr_redox_2,151
mycofact_rSAM,TetR_N,151
SDR_subfam_1,mycofact_creat,151
mycofactocin,TetR_N,149
mycofact_glyco,SDR_subfam_1,145
mycofact_TetR,Pyr_redox_2,144
actino_HemFlav,Pyr_redox_2,141
mycofact_glyco,Pyr_redox_2,141
Mycofactocin_RRE,TetR_N,141
mycofact_creat,Pyr_redox_2,132
SDR_subfam_2,mycofact_creat,130
mycofact_glyco,SDR_subfam_2,129
Mycofactocin_RRE,AAA_5,128
mycofactocin,AAA_5,127
mycofact_rSAM,AAA_5,126
actino_HemFlav,TetR_N,123
mycofact_TetR,TetR_N,123
SDR_subfam_2,actino_HemFlav,122
mycofact_glyco,TetR_N,117
mycofact_creat,TetR_N,111
VWA_CoxE,Mycofactocin_RRE,111
VWA_CoxE,mycofactocin,110
VWA_CoxE,mycofact_rSAM,109
Rv0697,Pyr_redox_2,106
SDR_subfam_2,mycofact_TetR,102
mycofact_OYE_2,Mycofactocin_RRE,99
mycofact_OYE_2,mycofactocin,99
mycofact_OYE_2,mycofact_rSAM,98
TetR_N,Rv0697,97
SDR_subfam_1,Rv0697,92
NDMA_methanol,Mycofactocin_RRE,91
AAA_5,VWA_CoxE,90
NDMA_methanol,mycofactocin,90
NDMA_methanol,mycofact_rSAM,89
SDR_subfam_1,Pyr_redox_2,89
TetR_N,Pyr_redox_2,87
mycofact_OYE_1,mycofact_rSAM,86
mycofact_OYE_1,Mycofactocin_RRE,86
mycofact_OYE_1,mycofactocin,86
NDMA_methanol,VWA_CoxE,86
Mycofactocin_RRE,HisKA_3,84
mycofactocin,HisKA_3,83
mycofact_rSAM,PA_CoA_Oxy5,81
mycofact_OYE_2,mycofact_OYE_1,81
VWA_CoxE,mycofact_glyco,81
mycofact_rSAM,HisKA_3,81
Methyltransf_11,Mycofactocin_RRE,80
mycofactocin,PA_CoA_Oxy5,80
AAA_5,mycofact_creat,80
AAA_5,actino_HemFlav,80
Methyltransf_11,mycofactocin,79
Methyltransf_11,mycofact_rSAM,78
mycofactocin,Response_reg,77
Mycofactocin_RRE,Response_reg,77
VWA_CoxE,mycofact_creat,77
NDMA_methanol,AAA_5,76
efflux_EmrB,Mycofactocin_RRE,76
mycofact_glyco,AAA_5,75
efflux_EmrB,mycofactocin,74
efflux_EmrB,mycofact_rSAM,74
mycofact_rSAM,Response_reg,74
efflux_EmrB,mycofact_TetR,71
Mycofactocin_RRE,PA_CoA_Oxy5,70
Mycofactocin_RRE,Fe-ADH,70
mycofactocin,Fe-ADH,69
HisKA_3,Response_reg,68
efflux_EmrB,actino_HemFlav,67
mycofact_rSAM,Fe-ADH,67
Fe-ADH,HisKA_3,66
efflux_EmrB,mycofact_creat,66
efflux_EmrB,mycofact_glyco,66
Rxyl_3153,Mycofactocin_RRE,66
NDMA_methanol,mycofact_glyco,66
mycofact_OYE_2,mycofact_TetR,66
mycofact_OYE_1,mycofact_TetR,65
VWA_CoxE,HisKA_3,65
VWA_CoxE,actino_HemFlav,65
actino_HemFlav,PA_CoA_Oxy5,64
NDMA_methanol,mycofact_creat,64
Rxyl_3153,mycofactocin,64
Glyoxalase_6,mycofact_TetR,63
Rxyl_3153,mycofact_rSAM,63
Glyoxalase_6,Mycofactocin_RRE,63
efflux_EmrB,Rv0697,63
mycofact_TetR,PA_CoA_Oxy5,63
Methyltransf_11,actino_HemFlav,63
Glyoxalase_6,mycofactocin,61
VWA_CoxE,Response_reg,60
Glyoxalase_6,mycofact_rSAM,60
efflux_EmrB,TetR_N,60
NDMA_methanol,HisKA_3,58
VWA_CoxE,Fe-ADH,58
mycofact_glyco,PA_CoA_Oxy5,58
Glyoxalase_6,actino_HemFlav,56
SDR_subfam_1,TetR_N,56
PA_CoA_Oxy5,Pyr_redox_2,56
NDMA_methanol,Response_reg,56
AAA_5,HisKA_3,55
Glyoxalase_6,mycofact_glyco,55
Glyoxalase_6,Rv0697,54
CoA_transf_3,mycofactocin,54
CoA_transf_3,mycofact_rSAM,54
Pyr_redox_2,Glyoxalase_6,54
Sig70_famx2,Mycofactocin_RRE,54
Glyoxalase_6,mycofact_creat,53
actino_HemFlav,HisKA_3,53
CoA_transf_3,Mycofactocin_RRE,53
Sig70_famx2,mycofact_TetR,53
Fe-ADH,Response_reg,53
efflux_EmrB,Pyr_redox_2,53
SDR_subfam_1,PA_CoA_Oxy5,53
Glyoxalase_6,Sig70_famx2,53
mycofact_TetR,AAA_5,53
ETF_alpha,mycofactocin,52
Sig70_famx2,mycofactocin,52
ETF_alpha,Mycofactocin_RRE,52
mycofact_creat,PA_CoA_Oxy5,52
Sig70_famx2,actino_HemFlav,51
Sig70_famx2,mycofact_rSAM,51
mycofact_glyco,HisKA_3,50
mycofact_rSAM,DNA_alkylation,50
Pyr_redox_2,Sig70_famx2,50
Sig70_famx2,mycofact_glyco,50
PA_CoA_Oxy5,DNA_alkylation,50
NDMA_methanol,actino_HemFlav,50
Sig70_famx2,Rv0697,50
mycofact_glyco,Response_reg,50
AAA_5,Response_reg,50
CoA_transf_3,actino_HemFlav,50
GG-red-SF,mycofactocin,50
GG-red-SF,Mycofactocin_RRE,50
mycofact_rSAM,CYP450_TxtE,49
GG-red-SF,ETF_alpha,49
mycofactocin,DNA_alkylation,49
actino_HemFlav,CYP450_TxtE,49
ETF_alpha,mycofact_OYE_2,49
NDMA_methanol,Fe-ADH,49
Mycofactocin_RRE,CYP450_TxtE,49
ETF_alpha,mycofact_rSAM,49
mycofact_glyco,CYP450_TxtE,49
Rv0697,CYP450_TxtE,48
GG-red-SF,mycofact_OYE_2,48
Mycofactocin_RRE,HTH_AsnC-type,48
Aldedh,mycofactocin,48
Response_reg,mycofact_creat,48
mycofact_TetR,CYP450_TxtE,48
HisKA_3,mycofact_creat,48
CoA_transf_3,mycofact_TetR,48
mycofact_creat,CoA_transf_3,48
actino_HemFlav,Response_reg,47
AAA_5,Fe-ADH,47
mycofactocin,HTH_AsnC-type,47
mycofact_TetR,HTH_AsnC-type,47
Sig70_famx2,mycofact_creat,47
GG-red-SF,mycofact_rSAM,47
mycofactocin,AMP-binding,46
actino_HemFlav,Fe-ADH,46
HisKA_3,Methyltransf_11,46
mycofactocin,CYP450_TxtE,46
Aldedh,Mycofactocin_RRE,46
TetR_N,Glyoxalase_6,46
mycofact_rSAM,HTH_AsnC-type,46
Aldedh,mycofact_rSAM,46
Methyltransf_11,AAA_5,45
mycofact_glyco,CoA_transf_3,45
AMP-binding,mycofact_rSAM,45
mycofact_creat,CYP450_TxtE,45
Methyltransf_11,VWA_CoxE,45
actino_HemFlav,HTH_AsnC-type,45
Rxyl_3153,actino_HemFlav,44
mycofact_glyco,HTH_AsnC-type,44
Pyr_redox_2,HTH_AsnC-type,44
Pyr_redox_2,CYP450_TxtE,44
Rxyl_3153,mycofact_glyco,43
Pyr_redox_2,DDAH_eukar,43
